T24964;01/07/2022;15:15:19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tarefas Código do Atendimento;Data Inicio Execucao Atividade Gerada Pelo Sistema;Hora Inicio Execucao Atividade Gerada Pelo Sistema;Hora Fim Execucao Atividade Gerada Pelo Sistema;Execução de Atendimentos GPS Coletado;Execução de Atendimentos Latitude;Execução de Atendimentos Longitude;Cliente GPS Coletado;Entregador Nome;Seção Descrição;Codigo_de_registro;Disciplina;CONCESSIONARIA__TRECHO;Concessionaria;Trecho;PISTA;SENTIDO_;km_000000_ou_000000_ao_000000;LOCAL;Coordenada_;ELEMENTO;DESCREVA_O_ELEMENTO;OCORRENCIA;OUTRAS_OCORRENCIAS;OBSERVACAO;AUDIO;RETORNO_A_OCORRENCIA;MES;A_OCORRENCIA_FOI_ATENDIDA_;Imagem_1;Imagem_2;Imagem_3;Imagem_4;Imagem_5;Imagem_6;Imagem_7;Imagem_8;Imagem_9;Imagem_10;Imagem_11;Imagem_12;ESTADO_GERAL;TEMPO_DE_FILA_APROXIMADO;Deseja_caracterizar_esse_registro_como_uma_ocorrencia_relevante;NOME_DA_OBRA;PERCENTUAL_MENSAL_DE_EXECUCAO_FISICA_;PERCENTUAL_ACUMULADO_DE_EXECUCAO_FISICA_;CUMPRIMENTO_DO_PLANO_DE_TRABALHO_ACEITO_PELA_ANTT;ATENDIMENTO_AO_PROJETO_EXECUTIVO_ACEITO_PELA_ANTT;ATENDIMENTO_AO_PER;SINALIZACAO_DE_OBRA;ATRASOS;OBRA_CONCLUIDA;COMPRIMENTO_APROXIMADO_DA_FILA_m;COORDENADA_FINAL
315200543;19/06/2022;16:23:37;16:25:16;-26.512281666666663 -50.2270299999999992;-26.512.281.666.666.600;-502.270.299.999.999.000;0 0;500 - SC3;REGISTRO;314401079;DRENAGEM OAC;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;CRESCENTE;075+000;Lado direito;-26.512266666666665,-50.226985;SARJETA-CANALETA-VALETA;;Dispositivo de concreto danificado?;;Drenagem quebrada. LOCAL: Lado direito;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405584072&token=0ae21480a58f7a8987d799ac04ddae44;https://picviewer.umov.me/Pic/GetImage?id=405584129&token=e8ee584c9f786e6c2be5ce46d836b6a6;https://picviewer.umov.me/Pic/GetImage?id=405584159&token=de8cec07acd7863f44b10498ecae88d1;https://picviewer.umov.me/Pic/GetImage?id=405584235&token=77d538ae432c11931288fcc1d82cf6f7;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-26.51227666666667,-50.22699666666667
315200547;19/06/2022;16:26:53;16:28:39;-26.5360333333333287 -50.2250633333333383;-265.360.333.333.333.000;-502.250.633.333.333.000;0 0;500 - SC3;REGISTRO;314401076;PAVIMENTAÇÃO;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;CRESCENTE;077+800;Faixa 1;-26.53603333333333,-50.22506333333334;PISTA - PAVIMENTO FLEXÍVEL;;Panela / Buraco?;;Pavimento apresentando buraco. LOCAL: Faixa 1;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405584326&token=4e5e1a505c723cd9a046ec91fefb89fc;https://picviewer.umov.me/Pic/GetImage?id=405584460&token=33775b072e1417ee005f796ed4b05a6b;https://picviewer.umov.me/Pic/GetImage?id=405584555&token=1844ad3a2f1cdf6eefab0617755d4443;https://picviewer.umov.me/Pic/GetImage?id=405584655&token=2e21e650e3dff845383cc61f1d094c5d;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-26.53603333333333,-50.22506333333334
315200550;19/06/2022;16:29:13;16:31:20;-26.5436783333333324 -50.2243733333333395;-265.436.783.333.333.000;-502.243.733.333.333.000;0 0;500 - SC3;REGISTRO;314401079;DRENAGEM OAC;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;CRESCENTE;078+600;Lado direito;-26.54368833333333,-50.22436;SARJETA-CANALETA-VALETA;;Dispositivo de concreto danificado?Sujeira geral?;;Drenagem com sujeira e quebrada. LOCAL: Lado direito;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405584801&token=8ec776299c632be88c880b5308c5ea9e;https://picviewer.umov.me/Pic/GetImage?id=405584945&token=20ea2c147a3d4375bf495e7a5a73a004;https://picviewer.umov.me/Pic/GetImage?id=405585072&token=2880c9ce5e63fd664e1e0889c5de8d97;https://picviewer.umov.me/Pic/GetImage?id=405585173&token=a8ee98473076c8d2f5eed14c92136fef;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-26.543473333333335,-50.224333333333334
315200551;19/06/2022;16:33:19;16:36:32;-26.5679933333333338 -50.2219000000000051;-265.679.933.333.333.000;-502.219.000.000.000.000;0 0;500 - SC3;REGISTRO;314401076;PAVIMENTAÇÃO;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;CRESCENTE;081+350;Faixa 1;-26.567979999999995,-50.221896666666666;PISTA - PAVIMENTO FLEXÍVEL;;Afundamento local?Trinca tipo 'Bloco', FC-2?;;. LOCAL: Faixa 1;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405585289&token=78187a824024824d955eacda3b34836c;https://picviewer.umov.me/Pic/GetImage?id=405585449&token=bc386b69229a2059dbe4aa929bc7d083;https://picviewer.umov.me/Pic/GetImage?id=405585581&token=68ded62b77533525c1ffe41af55e25e1;https://picviewer.umov.me/Pic/GetImage?id=405585724&token=5a75672a51be6ba87b8f8cb638d297d9;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-26.568095000000003,-50.221851666666666
315200537;19/06/2022;16:36:35;16:59:04;-26.5680233333333327 -50.2218783333333434;-265.680.233.333.333.000;-502.218.783.333.333.000;0 0;500 - SC3;REGISTRO;311072359;OPERAÇÃO;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;CRESCENTE;081+600;;-26.568023333333333,-50.22187833333334;FILA EM PRAÇA DE PEDÁGIO;;;;Vistoria fila em praça de pedágio (Feriado Corpus Christi);;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405585799&token=4a724b6798ab1b001e2c5946c86c383f;https://picviewer.umov.me/Pic/GetImage?id=405585865&token=65ccdd8f3c1b965e4f865d030edd728c;https://picviewer.umov.me/Pic/GetImage?id=405585969&token=bf33c4150e8b24ce6245348a4121ba00;https://picviewer.umov.me/Pic/GetImage?id=405586039&token=141c434b7e12398e34abfaefbfefd00c;;;;;;;;;BOM;00:00;NÃO;;;;;;;;;;0;-26.570275,-50.22216333333334
315200536;19/06/2022;16:59:08;17:04:27;-26.5701866666666682 -50.2219833333333412;-265.701.866.666.666.000;-502.219.833.333.333.000;0 0;500 - SC3;REGISTRO;306176376;EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;CRESCENTE;081+600;;-26.570186666666668,-50.22198333333334;BSO - BASES OPERACIONAIS;;Paredes e forros?Sinalização deficiente?;;Parede com tinta descascando e sinalização horizontal de incêndio ausente;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405586105&token=28037dd966914650211404d4de965f96;https://picviewer.umov.me/Pic/GetImage?id=405586206&token=5aaaaadb1c7b63945ad544bfde053dc2;https://picviewer.umov.me/Pic/GetImage?id=405586267&token=17b015043cd475d8d1296f13883a14c0;https://picviewer.umov.me/Pic/GetImage?id=405586328&token=ae497c3d059c1a93c8e0ae69879117ff;https://picviewer.umov.me/Pic/GetImage?id=405586376&token=feb16f502076d650dfccaaeda8461b64;https://picviewer.umov.me/Pic/GetImage?id=405586436&token=8f5c4522e75fd7a6fc742fde9f2a0389;;;;;;;REGULAR;;NÃO;;;;;;;;;;;-26.570173333333333,-50.22191333333333
315200556;19/06/2022;17:04:31;17:30:48;-26.5700033333333359 -50.2220133333333436;-265.700.033.333.333.000;-502.220.133.333.333.000;0 0;500 - SC3;REGISTRO;311072359;OPERAÇÃO;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;DECRESCENTE;081+600;;-26.570003333333336,-50.222013333333344;FILA EM PRAÇA DE PEDÁGIO;;;;Vistoria fila em praça de pedágio (Feriado Corpus Christi);;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405586510&token=b2e972658137a8dd9c25e015ae4cf72d;https://picviewer.umov.me/Pic/GetImage?id=405586558&token=fba420f12527674a94080779dbf75c8f;https://picviewer.umov.me/Pic/GetImage?id=405586628&token=faceecd56b81c49f331477d7f38f2508;https://picviewer.umov.me/Pic/GetImage?id=405586695&token=f62f0292b61a1f0105a1a6304a8e146c;;;;;;;;;BOM;00:00;NÃO;;;;;;;;;;0;-26.57051333333333,-50.22196
315200553;19/06/2022;17:38:22;17:40:33;-26.6103233333333336 -50.229703333333326;-266.103.233.333.333.000;-50.229.703.333.333.300;0 0;500 - SC3;REGISTRO;314401079;DRENAGEM OAC;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;CRESCENTE;086+100;Lado direito;-26.606960000000004,-50.228429999999996;SARJETA-CANALETA-VALETA;;Dispositivo de concreto danificado?;;Drenagem quebrada. LOCAL: Lado direito;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405586765&token=c77715317924fb8b33dbf0b6125ff65e;https://picviewer.umov.me/Pic/GetImage?id=405586828&token=1b099c54a4e43f99c3e56195e7588dda;https://picviewer.umov.me/Pic/GetImage?id=405586880&token=0d0c02f2e09547ac20bc465377ee1c87;https://picviewer.umov.me/Pic/GetImage?id=405586923&token=0cd85a2e7f5968deaa574b77908ed78b;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-26.610323333333334,-50.229703333333326
315200559;19/06/2022;18:34:13;19:00:28;-27.0424700000000016 -50.4269200000000026;-270.424.700.000.000.000;-504.269.200.000.000.000;0 0;500 - SC3;REGISTRO;311072359;OPERAÇÃO;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;CRESCENTE;152+200;;-27.040913333333332,-50.426845;FILA EM PRAÇA DE PEDÁGIO;;;;Vistoria fila em praça de pedágio (Feriado Corpus Christi);;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405586982&token=87c0b50e6256a46c9c91bed7ed2446be;https://picviewer.umov.me/Pic/GetImage?id=405587072&token=684dec8edb3d7d8acde75654e6c334db;https://picviewer.umov.me/Pic/GetImage?id=405587136&token=08d59de3c74519c57a833f0da0cf5cba;https://picviewer.umov.me/Pic/GetImage?id=405587223&token=25c0c14bccbc3f8ed94f80dfd4fdaaf6;;;;;;;;;BOM;00:00;NÃO;;;;;;;;;;0;-27.043176666666668,-50.426541666666665
315200557;19/06/2022;19:00:56;19:05:53;-27.0484233333333357 -50.4267033333333359;-270.484.233.333.333.000;-504.267.033.333.333.000;0 0;500 - SC3;REGISTRO;306176376;EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;CRESCENTE;152+200;;-27.048423333333336,-50.426703333333336;BSO - BASES OPERACIONAIS;;Sinalização deficiente?;;Sinalização horizontal de extintor de incêndio ausente;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405587291&token=625fe29dd9a9d77e8018e787272a7888;https://picviewer.umov.me/Pic/GetImage?id=405587340&token=bedbb85b98423a9ecb3fd0d52f2ec7b9;https://picviewer.umov.me/Pic/GetImage?id=405587382&token=71f6f71a3dc90c59ddde26788710ab13;https://picviewer.umov.me/Pic/GetImage?id=405587406&token=b6f2c29043d36fbfc63cddf8a5949d7c;;;;;;;;;REGULAR;;NÃO;;;;;;;;;;;-27.048423333333336,-50.426703333333336
315200565;19/06/2022;19:05:56;19:59:25;-27.0484599999999986 -50.4266316666666654;-270.484.599.999.999.000;-504.266.316.666.666.000;0 0;500 - SC3;REGISTRO;311072359;OPERAÇÃO;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;DECRESCENTE;152+200;;-27.04846,-50.426631666666665;FILA EM PRAÇA DE PEDÁGIO;;;;Vistoria fila em praça de pedágio (Feriado Corpus Christi);;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405587441&token=cf08933f1de8340d9d36112e080b7fe6;https://picviewer.umov.me/Pic/GetImage?id=405587489&token=6fbea6d50d81b82e2f13cbc0c014d04c;https://picviewer.umov.me/Pic/GetImage?id=405587541&token=6b791e40b2a57cb61bc32a732e8e73b9;https://picviewer.umov.me/Pic/GetImage?id=405587578&token=fc8c8d9a315896502b4720b3fc89eb41;;;;;;;;;BOM;00:00;NÃO;;;;;;;;;;0;-27.04846,-50.426631666666665
315200562;20/06/2022;10:27:40;10:29:38;-27.9739783333333349 -50.5063899999999961;-279.739.783.333.333.000;-505.063.899.999.999.000;0 0;500 - SC3;REGISTRO;315200562;DRENAGEM OAC;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;CRESCENTE;270+800;Lado direito;-27.97395333333333,-50.50635333333333;SARJETA-CANALETA-VALETA;;Dispositivo de concreto danificado?;;Drenagem quebrada. LOCAL: Lado direito;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405596926&token=cb36c39bcab95f19f17ab652218a79de;https://picviewer.umov.me/Pic/GetImage?id=405596934&token=edd9abc0317b27d65bfb7453457aff36;https://picviewer.umov.me/Pic/GetImage?id=405596943&token=814ebbc1a5935254c40798d34c1a7e46;https://picviewer.umov.me/Pic/GetImage?id=405596952&token=e5f931af3264f1bf956e1389b276f63d;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-27.973978333333335,-50.506389999999996
315200554;20/06/2022;10:32:00;10:34:18;-27.9615766666666623 -50.4920900000000046;-279.615.766.666.666.000;-504.920.900.000.000.000;0 0;500 - SC3;REGISTRO;315200554;PAVIMENTAÇÃO;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;CRESCENTE;268+300;Faixa 1;-27.964364999999997,-50.49638333333334;PISTA - PAVIMENTO FLEXÍVEL;;Desplacamento?Trinca longitudinal?Trinca transversal?;;Pavimento apresentando desplacamento e trincas. LOCAL: Faixa 1;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405596957&token=5565254b73142c173b467a216704c7f0;https://picviewer.umov.me/Pic/GetImage?id=405596971&token=6fab9a7d6087c00529cb6acbf1b69e36;https://picviewer.umov.me/Pic/GetImage?id=405596974&token=cafb554e45a41b8d3b1195f34fa19c63;https://picviewer.umov.me/Pic/GetImage?id=405597025&token=e6a7031218c8c35b7c2e81f849f12dbe;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-27.961523333333336,-50.492039999999996
315316644;20/06/2022;10:34:47;10:36:58;-27.9552016666666674 -50.4827683333333255;-279.552.016.666.666.000;-504.827.683.333.333.000;0 0;500 - SC3;REGISTRO;315200562;DRENAGEM OAC;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;DECRESCENTE;267+500;Lado direito;-27.955191666666664,-50.482755;SARJETA-CANALETA-VALETA;;Dispositivo de concreto danificado?;;Drenagem quebrada. LOCAL: Lado direito;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405597061&token=8e3781bd02c61a97254db7771662bd36;https://picviewer.umov.me/Pic/GetImage?id=405597081&token=2b6514c7c3bb16daae953762a2684c12;https://picviewer.umov.me/Pic/GetImage?id=405597095&token=c7ad5033d5bedf2efc52f4ff4e73e0f1;https://picviewer.umov.me/Pic/GetImage?id=405597111&token=21fbba65abd509c8c673246c2d4c72ce;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-27.955201666666667,-50.482768333333325
315316645;20/06/2022;10:39:17;10:43:21;-27.9312733333333334 -50.459229999999998;-279.312.733.333.333.000;-50.459.229.999.999.900;0 0;500 - SC3;REGISTRO;315200554;PAVIMENTAÇÃO;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;DECRESCENTE;263+900;Faixa 1;-27.931886666666667,-50.46000666666667;PISTA - PAVIMENTO FLEXÍVEL;;Afundamento local?Trinca longitudinal?Trinca transversal?;;Pavimento apresentando trincas e afundamento local. LOCAL: Faixa 1;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405597120&token=025f44748e115693a7500c56de987c26;https://picviewer.umov.me/Pic/GetImage?id=405597129&token=5dbb3e4fafd771d6e7b93478febf83ea;https://picviewer.umov.me/Pic/GetImage?id=405597145&token=291c6848e311aaa9edfc8a5b8e077b94;https://picviewer.umov.me/Pic/GetImage?id=405597154&token=06ba232f409a29dc94bd404c90b0a188;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-27.931548333333332,-50.45957833333333
315316647;20/06/2022;10:48:18;10:50:44;-27.8751749999999987 -50.4035266666666573;-278.751.749.999.999.000;-504.035.266.666.666.000;0 0;500 - SC3;REGISTRO;315200554;PAVIMENTAÇÃO;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;CRESCENTE;255+300;Faixa 1;-27.875195,-50.403504999999996;PISTA - PAVIMENTO FLEXÍVEL;;Panela / Buraco?Trinca transversal?;;Pavimento apresentando buraco e trinca transversal. LOCAL: Faixa 1;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405597163&token=e4a85a8e6c2e26b4ac536b65927e2b21;https://picviewer.umov.me/Pic/GetImage?id=405597170&token=dfce453567ef20019e1199c1971e8ed8;https://picviewer.umov.me/Pic/GetImage?id=405597186&token=84ce362eb30d7b380f21dbb1b4be0bfd;https://picviewer.umov.me/Pic/GetImage?id=405597210&token=282699977df5ff2ae885c24d9e00f2bb;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-27.87515166666667,-50.40370166666666
315316649;20/06/2022;10:56:50;11:02:41;-27.8139833333333328 -50.3703333333333347;-278.139.833.333.333.000;-503.703.333.333.333.000;0 0;500 - SC3;REGISTRO;315200554;PAVIMENTAÇÃO;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;CRESCENTE;247+130;Faixa 1;-27.815025,-50.36970666666666;PISTA - PAVIMENTO FLEXÍVEL;;Afundamento local?Trinca longitudinal?Trinca transversal?;;Pavimento apresentando afundamento local e trincas. LOCAL: Faixa 1;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405597257&token=7fec92c9d5888df2d45620f7eb99ef8a;https://picviewer.umov.me/Pic/GetImage?id=405597311&token=3206803043e157186c6638f8813a48fc;https://picviewer.umov.me/Pic/GetImage?id=405597402&token=00d58b84348b77d4a6077851cca982ff;https://picviewer.umov.me/Pic/GetImage?id=405597461&token=387b36d9b00e25745ef8bae5971a240c;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-27.813641666666665,-50.36994833333333
315316650;20/06/2022;11:02:44;11:04:31;-27.8139100000000035 -50.3700966666666616;-278.139.100.000.000.000;-503.700.966.666.666.000;0 0;500 - SC3;REGISTRO;315200554;PAVIMENTAÇÃO;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;DECRESCENTE;247+130;Faixa 1;-27.813910000000003,-50.37009666666666;PISTA - PAVIMENTO FLEXÍVEL;;Afundamento local?Trinca tipo 'Bloco', FC-2?;;Pavimento apresentando afundamento local e trincas. LOCAL: Faixa 1;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405597492&token=b952708ef699fc22abf94df642afef19;https://picviewer.umov.me/Pic/GetImage?id=405597542&token=7778d24f2c039446f5b313cf2d4291ed;https://picviewer.umov.me/Pic/GetImage?id=405597591&token=5f0cdd21b258092122241e703a342ba3;https://picviewer.umov.me/Pic/GetImage?id=405597633&token=7ee8e5b412826a5c411712d9dfd56468;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-27.813910000000003,-50.37009666666666
315316651;20/06/2022;11:05:11;11:10:01;-27.8130183333333356 -50.3697100000000049;-278.130.183.333.333.000;-503.697.100.000.000.000;0 0;500 - SC3;REGISTRO;315200554;PAVIMENTAÇÃO;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;DECRESCENTE;246+200;Faixa 1;-27.813161666666662,-50.36971833333334;PISTA - PAVIMENTO FLEXÍVEL;;Desplacamento?Trinca longitudinal?Trinca tipo 'Couro de Jacaré', FC-2?;;Pavimento apresentando trincas e desplacamento. LOCAL: Faixa 1;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405597641&token=20089779b5ddf80b4d4378f2f75a0777;https://picviewer.umov.me/Pic/GetImage?id=405597654&token=01eb222fbf8e8f1bb032d34e8b162f7e;https://picviewer.umov.me/Pic/GetImage?id=405597701&token=c3940a98ffa11235bead77a4a31df0ce;https://picviewer.umov.me/Pic/GetImage?id=405597778&token=e0c7d1fe39f24d7d4bbfee3bad7685b3;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-27.8061,-50.36580166666666
314401080;20/06/2022;11:36:32;11:41:46;-27.5190366666666613 -50.3638300000000072;-275.190.366.666.666.000;-503.638.300.000.000.000;0 0;500 - SC3;REGISTRO;314401080;ELEMENTOS DE PROTEÇÃO E SEGURANÇA;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;DECRESCENTE;211+700;Lado direito;-27.520493333333334,-50.36354333333334;DEFENSAS;;Danificada?;;Drenagem danificada devido a acidente. LOCAL: Lado direito;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405597833&token=3d45160c4b2026cfa28d4289f2058944;https://picviewer.umov.me/Pic/GetImage?id=405597876&token=581535a6e001643544cf2812a6d358b7;https://picviewer.umov.me/Pic/GetImage?id=405597899&token=476c16f5cbab5d3eb2416a684a33b1c1;https://picviewer.umov.me/Pic/GetImage?id=405597929&token=b66c116747ff6a03eee63ed7cbefd809;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-27.519548333333333,-50.363703333333326
315316652;20/06/2022;11:44:50;11:50:09;-27.4845233333333319 -50.3776883333333316;-274.845.233.333.333.000;-503.776.883.333.333.000;0 0;500 - SC3;REGISTRO;315200554;PAVIMENTAÇÃO;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;DECRESCENTE;207+450;Faixa 1;-27.484546666666667,-50.37767333333333;PISTA - PAVIMENTO FLEXÍVEL;;Ondulação/Corrugação?;;Pavimento apresentando ondulação. LOCAL: Faixa 1;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405597965&token=26ef57f376f0be1356e763e9ed4e7cd4;https://picviewer.umov.me/Pic/GetImage?id=405598007&token=9f171dcb0d9ba763f8c04962163469f7;https://picviewer.umov.me/Pic/GetImage?id=405598054&token=6932e66e33424875f22a3768b053ea2b;https://picviewer.umov.me/Pic/GetImage?id=405598117&token=383ee0567814190f63d970195751d284;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-27.48494333333333,-50.37758333333333
314401064;20/06/2022;11:52:04;11:54:05;-27.4647833333333367 -50.3865716666666685;-274.647.833.333.333.000;-503.865.716.666.666.000;0 0;500 - SC3;REGISTRO;314401064;SINALIZAÇÃO;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;CRESCENTE;205+050;Lado direito;-27.464658333333333,-50.38666166666667;SINALIZAÇÃO VERTICAL - PLACAS;;Quebrada?;;Placa de advertência quebrada. LOCAL: Lado direito;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405598146&token=fe397438d68c824d86b2e53bcaf5ca3f;https://picviewer.umov.me/Pic/GetImage?id=405598196&token=e751aef813cca3cc8f5024e20f4d2757;https://picviewer.umov.me/Pic/GetImage?id=405598234&token=ee9e23f8e019b2d5a78377fe845acf6b;https://picviewer.umov.me/Pic/GetImage?id=405598270&token=abcf1c92771a31e6ca1b68cfe12adae0;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-27.464681666666667,-50.386465
315316654;20/06/2022;12:31:22;12:39:14;-27.1637649999999979 -50.4665216666666581;-271.637.649.999.999.000;-504.665.216.666.666.000;0 0;500 - SC3;REGISTRO;315200554;PAVIMENTAÇÃO;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;CRESCENTE;166+800;Faixa 1;-27.163791666666665,-50.46656333333333;PISTA - PAVIMENTO FLEXÍVEL;;Trinca tipo 'Couro de Jacaré', FC-2?;;Pavimento apresentando trincas. LOCAL: Faixa 1;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405598361&token=4b66ada79e6a8247b7dbab5a382c24c6;https://picviewer.umov.me/Pic/GetImage?id=405598450&token=04de306027edb85e83acc417658076f5;https://picviewer.umov.me/Pic/GetImage?id=405598574&token=35217310294874b86b9bed18465d6048;https://picviewer.umov.me/Pic/GetImage?id=405598675&token=7e68cac53405de8f5b77eb5c052b8cdb;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-27.163608333333332,-50.466343333333334
315316646;20/06/2022;12:54:50;12:57:52;-27.0153300000000023 -50.4208899999999929;-270.153.300.000.000.000;-504.208.899.999.999.000;0 0;500 - SC3;REGISTRO;315200562;DRENAGEM OAC;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;DECRESCENTE;148+120;Lado direito;-27.015256666666666,-50.42077333333334;SARJETA-CANALETA-VALETA;;Dispositivo de concreto danificado?;;Drenagem quebrada. LOCAL: Lado direito;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405598766&token=f25bf9cbfa373ac87e139a2338f7c624;https://picviewer.umov.me/Pic/GetImage?id=405598829&token=9f943feb2ac31845a20f6112c0cc7e85;https://picviewer.umov.me/Pic/GetImage?id=405598889&token=52a49fdd6c283aeb1a0155b13dec5cec;https://picviewer.umov.me/Pic/GetImage?id=405598946&token=9bbbdd77684d5b71bc2d49d5b718ad5b;https://picviewer.umov.me/Pic/GetImage?id=405599006&token=b078bee52ba0dada6bc63e03fac72fa5;https://picviewer.umov.me/Pic/GetImage?id=405599063&token=d5e1780450e1dc032f59094184e7eea3;;;;;;;RUIM;;NÃO;;;;;;;;;;;-27.010353333333335,-50.41908
315316657;20/06/2022;14:44:52;14:47:35;-26.6524216666666689 -50.2707133333333331;-266.524.216.666.666.000;-502.707.133.333.333.000;0 0;500 - SC3;REGISTRO;315200554;PAVIMENTAÇÃO;PLANALTO SUL - BR-116/SC;PLANALTO SUL;BR-116/SC;SIMPLES;DECRESCENTE;092+300;Faixa 1;-26.65242166666667,-50.27071333333333;PISTA - PAVIMENTO FLEXÍVEL;;Panela / Buraco?Trinca longitudinal?;;Pavimento apresentando trincas e buracos. LOCAL: Faixa 1;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=405599124&token=0b26db19d228e862dbfccee23ca7c081;https://picviewer.umov.me/Pic/GetImage?id=405599195&token=49f954bd5b2f9506cef128c8991e2bea;https://picviewer.umov.me/Pic/GetImage?id=405599262&token=d818e750fe0e487191b197667b18e7ff;https://picviewer.umov.me/Pic/GetImage?id=405599309&token=8c9685092030ec388c8b7942ff92f7ba;https://picviewer.umov.me/Pic/GetImage?id=405599350&token=160a6404c993915e24c034b40c96f20d;https://picviewer.umov.me/Pic/GetImage?id=405599385&token=7ef550e222dbbf7e766fc6f8c6914dc1;;;;;;;RUIM;;NÃO;;;;;;;;;;;-26.65240833333333,-50.27067333333333
